Ruta consultada: /api/usuarios ; Método: POST ; Fecha: 2024-12-23T01:06:59.463Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:31:12.586Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:31:12.588Z ; Parametros Body :  {"nombre_producto":"Ruda","descripcion":"Hierba aromática medicinal de facil cuidado.","precio":4.99,"stock":40} 
Ruta: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:31:12.667Z ; Respuesta: [{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:36:49.172Z ; Ruta sin credenciales
Ruta: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:36:49.292Z ; Respuesta: [{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null},{"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null},{"id_compra":3,"id_usuario":4,"precio_total":"105.93","detalle":[{"cantidad":1,"subtotal":29.99,"id_producto":8,"nombre_producto":"Palma Areca","precio_unitario":29.99},{"cantidad":2,"subtotal":31.98,"id_producto":10,"nombre_producto":"Helecho Boston","precio_unitario":15.99},{"cantidad":4,"subtotal":43.96,"id_producto":12,"nombre_producto":"Aloe Vera","precio_unitario":10.99}],"direccion":"Direcci¢n de Mar¡a Fern ndez","estado":"pending","fecha_compra":"2025-01-28T18:00:00.000Z","fecha_envio":null},{"id_compra":4,"id_usuario":5,"precio_total":"59.94","detalle":[{"cantidad":6,"subtotal":59.94,"id_producto":3,"nombre_producto":"Cactus Echinopsis","precio_unitario":9.99}],"direccion":"Direcci¢n de Luis G¢mez","estado":"cancelled","fecha_compra":"2025-01-28T18:30:00.000Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:36:49.313Z ; Ruta sin credenciales
Ruta: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:36:49.318Z ; Respuesta: [{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:36:49.370Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:36:49.370Z ; Parametros Body :  {"id_usuario":2,"precio_total":50,"detalle":[{"id_producto":1,"cantidad":1,"precio_unitario":50}],"direccion":"Calle Falsa 123"} 
Ruta: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:36:49.400Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:36:49.415Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:36:49.415Z ; Parametros Body :  {"estado":"shipped"} 
Ruta: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:36:49.495Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:36:49.506Z ; Ruta sin credenciales
Ruta: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:36:49.580Z ; Respuesta: undefined
Ruta consultada: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:39:32.810Z ; Ruta sin credenciales
Ruta: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:39:32.932Z ; Respuesta: [{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null},{"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null},{"id_compra":3,"id_usuario":4,"precio_total":"105.93","detalle":[{"cantidad":1,"subtotal":29.99,"id_producto":8,"nombre_producto":"Palma Areca","precio_unitario":29.99},{"cantidad":2,"subtotal":31.98,"id_producto":10,"nombre_producto":"Helecho Boston","precio_unitario":15.99},{"cantidad":4,"subtotal":43.96,"id_producto":12,"nombre_producto":"Aloe Vera","precio_unitario":10.99}],"direccion":"Direcci¢n de Mar¡a Fern ndez","estado":"pending","fecha_compra":"2025-01-28T18:00:00.000Z","fecha_envio":null},{"id_compra":4,"id_usuario":5,"precio_total":"59.94","detalle":[{"cantidad":6,"subtotal":59.94,"id_producto":3,"nombre_producto":"Cactus Echinopsis","precio_unitario":9.99}],"direccion":"Direcci¢n de Luis G¢mez","estado":"cancelled","fecha_compra":"2025-01-28T18:30:00.000Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:39:32.953Z ; Ruta sin credenciales
Ruta: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:39:32.958Z ; Respuesta: [{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:39:32.996Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:39:32.996Z ; Parametros Body :  {"id_usuario":2,"precio_total":50,"detalle":[{"id_producto":1,"cantidad":1,"precio_unitario":50}],"direccion":"Calle Falsa 123"} 
Ruta: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:39:33.019Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:39:33.030Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:39:33.030Z ; Parametros Body :  {"estado":"shipped"} 
Ruta: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:39:33.109Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:39:33.120Z ; Ruta sin credenciales
Ruta: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:39:33.304Z ; Respuesta: undefined
Ruta consultada: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:41:49.289Z ; Ruta sin credenciales
Ruta: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:41:49.502Z ; Respuesta: [{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null},{"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null},{"id_compra":3,"id_usuario":4,"precio_total":"105.93","detalle":[{"cantidad":1,"subtotal":29.99,"id_producto":8,"nombre_producto":"Palma Areca","precio_unitario":29.99},{"cantidad":2,"subtotal":31.98,"id_producto":10,"nombre_producto":"Helecho Boston","precio_unitario":15.99},{"cantidad":4,"subtotal":43.96,"id_producto":12,"nombre_producto":"Aloe Vera","precio_unitario":10.99}],"direccion":"Direcci¢n de Mar¡a Fern ndez","estado":"pending","fecha_compra":"2025-01-28T18:00:00.000Z","fecha_envio":null},{"id_compra":4,"id_usuario":5,"precio_total":"59.94","detalle":[{"cantidad":6,"subtotal":59.94,"id_producto":3,"nombre_producto":"Cactus Echinopsis","precio_unitario":9.99}],"direccion":"Direcci¢n de Luis G¢mez","estado":"cancelled","fecha_compra":"2025-01-28T18:30:00.000Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:41:49.526Z ; Ruta sin credenciales
Ruta: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:41:49.532Z ; Respuesta: [{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:41:49.575Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:41:49.575Z ; Parametros Body :  {"id_usuario":2,"precio_total":50,"detalle":[{"id_producto":1,"cantidad":1,"precio_unitario":50}],"direccion":"Calle Falsa 123"} 
Ruta: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:41:49.597Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:41:49.617Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:41:49.617Z ; Parametros Body :  {"estado":"shipped"} 
Ruta: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:41:49.700Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:41:49.708Z ; Ruta sin credenciales
Ruta: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:41:49.777Z ; Respuesta: undefined
Ruta consultada: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:45:55.509Z ; Ruta sin credenciales
Ruta: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:45:55.619Z ; Respuesta: [{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null},{"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null},{"id_compra":3,"id_usuario":4,"precio_total":"105.93","detalle":[{"cantidad":1,"subtotal":29.99,"id_producto":8,"nombre_producto":"Palma Areca","precio_unitario":29.99},{"cantidad":2,"subtotal":31.98,"id_producto":10,"nombre_producto":"Helecho Boston","precio_unitario":15.99},{"cantidad":4,"subtotal":43.96,"id_producto":12,"nombre_producto":"Aloe Vera","precio_unitario":10.99}],"direccion":"Direcci¢n de Mar¡a Fern ndez","estado":"pending","fecha_compra":"2025-01-28T18:00:00.000Z","fecha_envio":null},{"id_compra":4,"id_usuario":5,"precio_total":"59.94","detalle":[{"cantidad":6,"subtotal":59.94,"id_producto":3,"nombre_producto":"Cactus Echinopsis","precio_unitario":9.99}],"direccion":"Direcci¢n de Luis G¢mez","estado":"cancelled","fecha_compra":"2025-01-28T18:30:00.000Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:45:55.647Z ; Ruta sin credenciales
Ruta: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:45:55.653Z ; Respuesta: [{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:45:55.691Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:45:55.691Z ; Parametros Body :  {"id_usuario":2,"precio_total":50,"detalle":[{"id_producto":1,"cantidad":1,"precio_unitario":50}],"direccion":"Calle Falsa 123"} 
Ruta: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:45:55.715Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:45:55.726Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:45:55.726Z ; Parametros Body :  {"estado":"shipped"} 
Ruta: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:45:55.907Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:45:55.919Z ; Ruta sin credenciales
Ruta: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:45:56.103Z ; Respuesta: undefined
Ruta consultada: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:55:14.821Z ; Ruta sin credenciales
Ruta: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:55:14.944Z ; Respuesta: [{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null},{"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null},{"id_compra":3,"id_usuario":4,"precio_total":"105.93","detalle":[{"cantidad":1,"subtotal":29.99,"id_producto":8,"nombre_producto":"Palma Areca","precio_unitario":29.99},{"cantidad":2,"subtotal":31.98,"id_producto":10,"nombre_producto":"Helecho Boston","precio_unitario":15.99},{"cantidad":4,"subtotal":43.96,"id_producto":12,"nombre_producto":"Aloe Vera","precio_unitario":10.99}],"direccion":"Direcci¢n de Mar¡a Fern ndez","estado":"pending","fecha_compra":"2025-01-28T18:00:00.000Z","fecha_envio":null},{"id_compra":4,"id_usuario":5,"precio_total":"59.94","detalle":[{"cantidad":6,"subtotal":59.94,"id_producto":3,"nombre_producto":"Cactus Echinopsis","precio_unitario":9.99}],"direccion":"Direcci¢n de Luis G¢mez","estado":"cancelled","fecha_compra":"2025-01-28T18:30:00.000Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:55:14.964Z ; Ruta sin credenciales
Ruta: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:55:14.969Z ; Respuesta: [{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:55:15.007Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:55:15.007Z ; Parametros Body :  {"id_usuario":2,"precio_total":50,"detalle":[{"id_producto":1,"cantidad":1,"precio_unitario":50}],"direccion":"Calle Falsa 123"} 
Ruta: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:55:15.029Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:55:15.039Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:55:15.039Z ; Parametros Body :  {"estado":"shipped"} 
Ruta: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:55:15.128Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:55:15.137Z ; Ruta sin credenciales
Ruta: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:55:15.321Z ; Respuesta: undefined
Ruta consultada: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:56:58.575Z ; Ruta sin credenciales
